PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"7910672","Exocytosis from a single rat chromaffin cell by cholinergic and peptidergic neurotransmitters","Chowdhury PS, Guo X, Wakade TD, Przywara DA, Wakade AR.","Neuroscience. 1994 Mar;59(1):1-5. doi: 10.1016/0306-4522(94)90092-2.","Chowdhury PS","Neuroscience","1994","1994/03/01","","","10.1016/0306-4522(94)90092-2"
"2879077","Rapid method for micro-analysis of endogenous amino acid neurotransmitters in brain perfusates in the rat by isocratic HPLC-EC","Peinado JM, McManus KT, Myers RD.","J Neurosci Methods. 1986 Nov;18(3):269-76. doi: 10.1016/0165-0270(86)90013-0.","Peinado JM","J Neurosci Methods","1986","1986/11/01","","","10.1016/0165-0270(86)90013-0"
"1681094","Neuropharmacological analysis of synaptic transmission in the Lorenzinian ampulla of the skate Raja clavata","Akoev G, Andrianov GN, Szabo T, Bromm B.","J Comp Physiol A. 1991 Jun;168(6):639-46. doi: 10.1007/BF00224354.","Akoev G","J Comp Physiol A","1991","1991/06/01","","","10.1007/BF00224354"
"2905100","[Structural and functional changes in the brain caused by aging]","Platt D.","Verh Dtsch Ges Inn Med. 1988;94:232-40.","Platt D","Verh Dtsch Ges Inn Med","1988","1988/01/01","","",""
"6117678","Noradrenergic inhibitory innervation of the lung","Richardson JB.","Lung. 1981;159(6):315-22. doi: 10.1007/BF02713931.","Richardson JB","Lung","1981","1981/01/01","","","10.1007/BF02713931"
"36713","[Statistical characteristics of the cardiac rhythm at different periods of myocardial infarct]","Lapteva GA.","Vrach Delo. 1979 May;(5):11-4.","Lapteva GA","Vrach Delo","1979","1979/05/01","","",""
"4151412","Induced changes in neurosecretory activity of adult female Schistocerca gregaria in relation to feeding","Highnam KC, Mordue AJ.","Gen Comp Endocrinol. 1974 Apr;22(4):519-25. doi: 10.1016/0016-6480(74)90028-8.","Highnam KC","Gen Comp Endocrinol","1974","1974/04/01","","","10.1016/0016-6480(74)90028-8"
"23834929","Notice of concern","Francis GS.","J Card Fail. 2013 Jul;19(7):523. doi: 10.1016/j.cardfail.2013.05.015.","Francis GS","J Card Fail","2013","2013/07/10","","","10.1016/j.cardfail.2013.05.015"
"18847031","[[Models and their usefulness in neurophysiology]","Monnier AM.","Arch Ital Biol. 1973 Dec;111(3-4):273-89.","Monnier AM","Arch Ital Biol","1973","1973/12/01","","",""
"7582539","Reduction of spike frequency adaptation and blockade of M-current in rat CA1 pyramidal neurones by linopirdine (DuP 996), a neurotransmitter release enhancer","Aiken SP, Lampe BJ, Murphy PA, Brown BS.","Br J Pharmacol. 1995 Aug;115(7):1163-8. doi: 10.1111/j.1476-5381.1995.tb15019.x.","Aiken SP","Br J Pharmacol","1995","1995/08/01","PMC1908770","","10.1111/j.1476-5381.1995.tb15019.x"
"18064423","Presynaptic lonotropic receptors","Dorostkar MM, Boehm S.","Handb Exp Pharmacol. 2008;(184):479-527. doi: 10.1007/978-3-540-74805-2_15.","Dorostkar MM","Handb Exp Pharmacol","2008","2007/12/08","","","10.1007/978-3-540-74805-2_15"
"2575733","[Transmitters in early embryogenesis (new data)]","Buznikov GA.","Ontogenez. 1989 Nov-Dec;20(6):637-46.","Buznikov GA","Ontogenez","1989","1989/11/01","","",""
"15949746","Spin-echo MRS in humans at high field: LASER localisation using FOCI pulses","Kinchesh P, Ordidge RJ.","J Magn Reson. 2005 Jul;175(1):30-43. doi: 10.1016/j.jmr.2005.03.009. Epub 2005 Apr 14.","Kinchesh P","J Magn Reson","2005","2005/06/14","","","10.1016/j.jmr.2005.03.009"
"24274737","Molecular mechanisms for synchronous, asynchronous, and spontaneous neurotransmitter release","Kaeser PS, Regehr WG.","Annu Rev Physiol. 2014;76:333-63. doi: 10.1146/annurev-physiol-021113-170338. Epub 2013 Nov 21.","Kaeser PS","Annu Rev Physiol","2014","2013/11/27","PMC4503208","NIHMS674053","10.1146/annurev-physiol-021113-170338"
"2472917","Commentary on the evolution of transmitters, receptors and ion channels in invertebrates","Walker RJ, Holden-Dye L.","Comp Biochem Physiol A Comp Physiol. 1989;93(1):25-39. doi: 10.1016/0300-9629(89)90188-6.","Walker RJ","Comp Biochem Physiol A Comp Physiol","1989","1989/01/01","","","10.1016/0300-9629(89)90188-6"
"11388591","Neurotransmitters and sleep","Mendelson WB.","J Clin Psychiatry. 2001;62 Suppl 10:5-8.","Mendelson WB","J Clin Psychiatry","2001","2001/06/05","","",""
"38619","Neurotransmitter regulation of arginine vasotocin release from rat pineal glands in vitro","Sartin JL, Bruot BC, Orts RJ.","Acta Endocrinol (Copenh). 1979 Jul;91(3):571-6. doi: 10.1530/acta.0.0910571.","Sartin JL","Acta Endocrinol (Copenh)","1979","1979/07/01","","","10.1530/acta.0.0910571"
"8559785","Effects of electromagnetic fields and gender on neurotransmitters and amino acids in rats","Chance WT, Grossman CJ, Newrock R, Bovin G, Yerian S, Schmitt G, Mendenhall C.","Physiol Behav. 1995 Oct;58(4):743-8. doi: 10.1016/0031-9384(95)00090-6.","Chance WT","Physiol Behav","1995","1995/10/01","","","10.1016/0031-9384(95)00090-6"
"6119896","Neuronal sensitivity and opiate tolerance/dependence","Herz A, Schulz R.","Adv Neurol. 1982;33:81-8.","Herz A","Adv Neurol","1982","1982/01/01","","",""
"2879286","Release of neuropeptides during intracellular stimulation of single identified Aplysia neurons in culture","Lloyd PE, Schacher S, Kupfermann I, Weiss KR.","Proc Natl Acad Sci U S A. 1986 Dec;83(24):9794-8. doi: 10.1073/pnas.83.24.9794.","Lloyd PE","Proc Natl Acad Sci U S A","1986","1986/12/01","PMC387228","","10.1073/pnas.83.24.9794"
"12947537","[Glutamate--a transmitter in the tensionfield between toxin and trophine]","Römer KD, Bleich S, Kornhuber J.","Fortschr Neurol Psychiatr. 2003 Jul;71 Suppl 1:S3-9. doi: 10.1055/s-2003-40499.","Römer KD","Fortschr Neurol Psychiatr","2003","2003/08/30","","","10.1055/s-2003-40499"
"10348720","Disclosing apoptosis in the CNS","Abbracchio MP, Ongini E, Memo M.","Trends Pharmacol Sci. 1999 Apr;20(4):129-31. doi: 10.1016/s0165-6147(99)01345-0.","Abbracchio MP","Trends Pharmacol Sci","1999","1999/05/29","","","10.1016/s0165-6147(99)01345-0"
"6151572","[Senile macula and cerebral functions]","Offret G, Dhermy P.","J Fr Ophtalmol. 1984;7(8-9):569-73.","Offret G","J Fr Ophtalmol","1984","1984/01/01","","",""
"8098656","Effects of various neuroactive substances on single-unit activities of hypothalamic arcuate neurons in brain slices","Lin JY, Li CS, Pan JT.","Brain Res Bull. 1993;31(5):587-94. doi: 10.1016/0361-9230(93)90127-w.","Lin JY","Brain Res Bull","1993","1993/01/01","","","10.1016/0361-9230(93)90127-w"
"6136910","Effects of neurotropic drugs on brain cell replication in vivo and in vitro","Patel AJ, Barochovsky O, Borges S, Lewis PD.","Monogr Neural Sci. 1983;9:99-110. doi: 10.1159/000406882.","Patel AJ","Monogr Neural Sci","1983","1983/01/01","","","10.1159/000406882"
"6152429","[Immunomodulation of neuronal structures and functions]","Janković BD.","Fiziol Cheloveka. 1984 Mar-Apr;10(2):221-3.","Janković BD","Fiziol Cheloveka","1984","1984/03/01","","",""
"24230","Psychosomatic medicine today: an overview","Gottschalk LA.","Psychosomatics. 1978 Feb;19(2):89-93. doi: 10.1016/S0033-3182(78)71018-2.","Gottschalk LA","Psychosomatics","1978","1978/02/01","","","10.1016/S0033-3182(78)71018-2"
"26717196","Neurotransmitter Specific, Cellular-Resolution Functional Brain Mapping Using Receptor Coated Nanoparticles: Assessment of the Possibility","Forati E, Sabouni A, Ray S, Head B, Schoen C, Sievenpiper D.","PLoS One. 2015 Dec 30;10(12):e0145852. doi: 10.1371/journal.pone.0145852. eCollection 2015.","Forati E","PLoS One","2015","2015/12/31","PMC4696845","","10.1371/journal.pone.0145852"
"17763988","Comparative roles of acetylcholine and noradrenaline in controlling the spontaneous activity of cortical neurons","Isakova AV, Mednikova YS.","Neurosci Behav Physiol. 2007 Sep;37(7):689-96. doi: 10.1007/s11055-007-0069-5.","Isakova AV","Neurosci Behav Physiol","2007","2007/09/04","","","10.1007/s11055-007-0069-5"
"13586375","[Further studies on neurohumoral regulation of the blood picture]","KOMIYA E.","Folia Haematol (Frankf). 1958 Sep;3(1):46-57.","KOMIYA E","Folia Haematol (Frankf)","1958","1958/09/01","","",""
"22490959","[We should pay attention to the clinical application of neuromodulation techniques in neuropathic pain]","Fan BF.","Zhonghua Yi Xue Za Zhi. 2012 Feb 21;92(7):433-4. doi: 10.3760/cma.j.issn.00376-2491-2012.07.001.","Fan BF","Zhonghua Yi Xue Za Zhi","2012","2012/04/12","","","10.3760/cma.j.issn.00376-2491-2012.07.001"
"8096648","[Growth and development during puberty]","Tresguerres JA.","Rev Clin Esp. 1993 Feb;192(3):137-46.","Tresguerres JA","Rev Clin Esp","1993","1993/02/01","","",""
"1355967","Alcohol-preferring rats have fewer dopamine D2 receptors in the limbic system","Stefanini E, Frau M, Garau MG, Garau B, Fadda F, Gessa GL.","Alcohol Alcohol. 1992 Mar;27(2):127-30.","Stefanini E","Alcohol Alcohol","1992","1992/03/01","","",""
"29986408","Schisandra chinensis Fructus and Its Active Ingredients as Promising Resources for the Treatment of Neurological Diseases","Zhang M, Xu L, Yang H.","Int J Mol Sci. 2018 Jul 6;19(7):1970. doi: 10.3390/ijms19071970.","Zhang M","Int J Mol Sci","2018","2018/07/11","PMC6073455","","10.3390/ijms19071970"
"10084632","Substance P and the neurokinins: novel peptide neurotransmitters in psychopharmacology","Stahl SM.","J Clin Psychiatry. 1999 Feb;60(2):77-8. doi: 10.4088/jcp.v60n0202.","Stahl SM","J Clin Psychiatry","1999","1999/03/20","","","10.4088/jcp.v60n0202"
"9642540","Recent advances in mechanisms of spreading depression","Parsons AA.","Curr Opin Neurol. 1998 Jun;11(3):227-31. doi: 10.1097/00019052-199806000-00006.","Parsons AA","Curr Opin Neurol","1998","1998/06/27","","","10.1097/00019052-199806000-00006"
"16945406","Neuro(active)steroids actions at the neuromodulatory sigma1 (sigma1) receptor: biochemical and physiological evidences, consequences in neuroprotection","Maurice T, Grégoire C, Espallergues J.","Pharmacol Biochem Behav. 2006 Aug;84(4):581-97. doi: 10.1016/j.pbb.2006.07.009. Epub 2006 Sep 1.","Maurice T","Pharmacol Biochem Behav","2006","2006/09/02","","","10.1016/j.pbb.2006.07.009"
"18716383","Alteration of brain levels of neurotransmitters and amino acids in male F344 rats induced by three-week repeated inhalation exposure to 1-bromopropane","Suda M, Honma T, Miyagawa M, Wang RS.","Ind Health. 2008 Aug;46(4):348-59. doi: 10.2486/indhealth.46.348.","Suda M","Ind Health","2008","2008/08/22","","","10.2486/indhealth.46.348"
"2565633","[The development by I. P. Razenkov of the concept of neurohumoral regulation in the body]","Okhnianskaia LG.","Vestn Akad Med Nauk SSSR. 1989;(1):9-16.","Okhnianskaia LG","Vestn Akad Med Nauk SSSR","1989","1989/01/01","","",""
"30738086","The development of monoaminergic neurotransmitter systems in childhood and adolescence","Pitzer M.","Int J Dev Neurosci. 2019 May;74:49-55. doi: 10.1016/j.ijdevneu.2019.02.002. Epub 2019 Feb 6.","Pitzer M","Int J Dev Neurosci","2019","2019/02/10","","","10.1016/j.ijdevneu.2019.02.002"
"8734582","Motor patterns for two distinct rhythmic behaviors evoked by excitatory amino acid agonists in the Xenopus embryo spinal cord","Soffe SR.","J Neurophysiol. 1996 May;75(5):1815-25. doi: 10.1152/jn.1996.75.5.1815.","Soffe SR","J Neurophysiol","1996","1996/05/01","","","10.1152/jn.1996.75.5.1815"
"27235347","Quantitative profiling of neurotransmitter abnormalities in the hippocampus of rats treated with lipopolysaccharide: Focusing on kynurenine pathway and implications for depression","Guo Y, Cai H, Chen L, Liang D, Yang R, Dang R, Jiang P.","J Neuroimmunol. 2016 Jun 15;295-296:41-6. doi: 10.1016/j.jneuroim.2016.04.006. Epub 2016 Apr 14.","Guo Y","J Neuroimmunol","2016","2016/05/29","","","10.1016/j.jneuroim.2016.04.006"
"19025760","Intranasal drug targeting of hypocretin-1 (orexin-A) to the central nervous system","Dhuria SV, Hanson LR, Frey WH 2nd.","J Pharm Sci. 2009 Jul;98(7):2501-15. doi: 10.1002/jps.21604.","Dhuria SV","J Pharm Sci","2009","2008/11/26","","","10.1002/jps.21604"
"2905418","Pathogenesis of hepatic encephalopathy","Zieve L.","Metab Brain Dis. 1987 Sep;2(3):147-65. doi: 10.1007/BF00999607.","Zieve L","Metab Brain Dis","1987","1987/09/01","","","10.1007/BF00999607"
"15741083","Glutamate detection from nerve cells using a planar electrodes array integrated in a microtiter plate","Castillo J, Blöchl A, Dennison S, Schuhmann W, Csöregi E.","Biosens Bioelectron. 2005 Apr 15;20(10):2116-9. doi: 10.1016/j.bios.2004.09.013.","Castillo J","Biosens Bioelectron","2005","2005/03/03","","","10.1016/j.bios.2004.09.013"
"7938519","Development of sympathetic neurons: neurotransmitter plasticity and differentiation factors","Landis SC.","Prog Brain Res. 1994;100:19-23. doi: 10.1016/s0079-6123(08)60763-3.","Landis SC","Prog Brain Res","1994","1994/01/01","","","10.1016/s0079-6123(08)60763-3"
"19549007","L-aspartate as an amino acid neurotransmitter: mechanisms of the depolarization-induced release from cerebrocortical synaptosomes","Cavallero A, Marte A, Fedele E.","J Neurochem. 2009 Aug;110(3):924-34. doi: 10.1111/j.1471-4159.2009.06187.x. Epub 2009 Jun 22.","Cavallero A","J Neurochem","2009","2009/06/25","","","10.1111/j.1471-4159.2009.06187.x"
"2888033","Non-uniform changes in nerve-terminal calcium homeostasis during aging","Smith DO.","Neurobiol Aging. 1987 Jul-Aug;8(4):366-8. doi: 10.1016/0197-4580(87)90082-0.","Smith DO","Neurobiol Aging","1987","1987/07/01","","","10.1016/0197-4580(87)90082-0"
"6101307","Changes in the free amino acids of the injured spinal cord of the cat","Martinez LJ, Alderman JL, Glaeser BS, Hare TA, Osterholm JL.","Brain Res. 1980 Jan 20;182(1):237-41. doi: 10.1016/0006-8993(80)90852-5.","Martinez LJ","Brain Res","1980","1980/01/20","","","10.1016/0006-8993(80)90852-5"
"12051334","Decomposition chemistry of human remains: a new methodology for determining the postmortem interval","Vass AA, Barshick SA, Sega G, Caton J, Skeen JT, Love JC, Synstelien JA.","J Forensic Sci. 2002 May;47(3):542-53.","Vass AA","J Forensic Sci","2002","2002/06/08","","",""
"7545737","Diversity and modulation of ionic conductances in leech neurons","Kleinhaus AL, Angstadt JD.","J Neurobiol. 1995 Jul;27(3):419-33. doi: 10.1002/neu.480270313.","Kleinhaus AL","J Neurobiol","1995","1995/07/01","","","10.1002/neu.480270313"
"6128444","New vistas on synaptic plasticity: the receptor mosaic hypothesis of the engram","Agnati LF, Fuxe K, Zoli M, Rondanini C, Ogren SO.","Med Biol. 1982 Aug;60(4):183-90.","Agnati LF","Med Biol","1982","1982/08/01","","",""
"6137852","Hormonal and humoral influences on brain development","Lauder JM.","Psychoneuroendocrinology. 1983;8(2):121-55. doi: 10.1016/0306-4530(83)90053-7.","Lauder JM","Psychoneuroendocrinology","1983","1983/01/01","","","10.1016/0306-4530(83)90053-7"
"23856429","Functional magnetic resonance imaging in rodents: an unique tool to study in vivo pharmacologic neuromodulation","Jonckers E, Van der Linden A, Verhoye M.","Curr Opin Pharmacol. 2013 Oct;13(5):813-20. doi: 10.1016/j.coph.2013.06.008. Epub 2013 Jul 12.","Jonckers E","Curr Opin Pharmacol","2013","2013/07/17","","","10.1016/j.coph.2013.06.008"
"26898574","Heterogeneity induces rhythms of weakly coupled circadian neurons","Gu C, Liang X, Yang H, Rohling JH.","Sci Rep. 2016 Feb 22;6:21412. doi: 10.1038/srep21412.","Gu C","Sci Rep","2016","2016/02/23","PMC4761972","","10.1038/srep21412"
"1673065","Abnormal phosphoinositide turnover in schizophrenia","Tandon R, Greden JF.","Biol Psychiatry. 1991 Feb 1;29(3):295-6. doi: 10.1016/0006-3223(91)91292-y.","Tandon R","Biol Psychiatry","1991","1991/02/01","","","10.1016/0006-3223(91)91292-y"
"2872594","The blood-brain barrier. New aspects to the function of the cerebral endothelium","Joó F.","Nature. 1986 May 15-21;321(6067):197-8. doi: 10.1038/321197a0.","Joó F","Nature","1986","1986/05/15","","","10.1038/321197a0"
"6117819","[Biochemical implications of depression]","Lipcsey A.","Orv Hetil. 1981 Aug 30;122(35):2135-9.","Lipcsey A","Orv Hetil","1981","1981/08/30","","",""
"21646013","Neuromodulation and flexibility in Central Pattern Generator networks","Harris-Warrick RM.","Curr Opin Neurobiol. 2011 Oct;21(5):685-92. doi: 10.1016/j.conb.2011.05.011. Epub 2011 Jun 7.","Harris-Warrick RM","Curr Opin Neurobiol","2011","2011/06/08","PMC3171584","NIHMS297923","10.1016/j.conb.2011.05.011"
"74257","[A review on neurotransmitter in clinical neurology (author's transl)]","Kanazawa I.","No To Shinkei. 1977 Dec;29(12):1245-60.","Kanazawa I","No To Shinkei","1977","1977/12/01","","",""
"6114564","[Neurophysiology of anxiety]","Debray Q, Galopin JC.","Soins Psychiatr. 1981 Mar;(8):3-5.","Debray Q","Soins Psychiatr","1981","1981/03/01","","",""
"6105779","Acetylcholine and amino acid neurotransmitters in epidural cups of freely moving rats: effect of acute and chronic treatment with antischizophrenic drugs","Moroni F, Casamenti F, Caliari S, Pisani G, Moneti G, Pepeu G.","Adv Biochem Psychopharmacol. 1980;24:245-52.","Moroni F","Adv Biochem Psychopharmacol","1980","1980/01/01","","",""
"25565970","GABA as a rising gliotransmitter","Yoon BE, Lee CJ.","Front Neural Circuits. 2014 Dec 17;8:141. doi: 10.3389/fncir.2014.00141. eCollection 2014.","Yoon BE","Front Neural Circuits","2014","2015/01/08","PMC4269106","","10.3389/fncir.2014.00141"
"25054738","Drug abuse and the simplest neurotransmitter","Kreple CJ, Lu Y, LaLumiere RT, Wemmie JA.","ACS Chem Neurosci. 2014 Sep 17;5(9):746-8. doi: 10.1021/cn500154w. Epub 2014 Jul 23.","Kreple CJ","ACS Chem Neurosci","2014","2014/07/24","PMC4334212","","10.1021/cn500154w"
"8667827","[Does nitric oxide cause pulmonary hypertension? A new report with new questions]","Wennmalm A.","Lakartidningen. 1996 May 15;93(20):1933-4.","Wennmalm A","Lakartidningen","1996","1996/05/15","","",""
"2576323","Botulinal neurotoxins as tools in studies of synaptic mechanisms","Thesleff S.","Q J Exp Physiol. 1989 Dec;74(7):1003-17. doi: 10.1113/expphysiol.1989.sp003329.","Thesleff S","Q J Exp Physiol","1989","1989/12/01","","","10.1113/expphysiol.1989.sp003329"
"24944032","Sex differences in the HPA axis","Goel N, Workman JL, Lee TT, Innala L, Viau V.","Compr Physiol. 2014 Jul;4(3):1121-55. doi: 10.1002/cphy.c130054.","Goel N","Compr Physiol","2014","2014/06/20","","","10.1002/cphy.c130054"
